title,budget,revenue,runtime,genres,release_date,production_companies,director
Rise of the Planet of the Apes,93000000,481800873,105,"Thriller, Action, Drama, Science Fiction",2011-08-03,"Dune Entertainment, Chernin Entertainment, Ingenious Media, Big Screen Productions, 20th Century Fox",Rupert Wyatt
The Gentlemen,22000000,115171795,113,"Action, Comedy, Crime",2020-01-01,"Miramax, Toff Guy Films, Coach Films, STXfilms",Guy Ritchie
We Live in Time,20000000,37182814,108,"Romance, Drama",2024-10-10,"Film4 Productions, SunnyMarch, Shoebox Films, StudioCanal",John Crowley
Pirates of the Caribbean: Dead Men Tell No Tales,230000000,795922298,129,"Adventure, Action, Fantasy",2017-05-23,"Walt Disney Pictures, Jerry Bruckheimer Films, Infinitum Nihil",Joachim Rønning
Fantastic Beasts and Where to Find Them,180000000,809342332,132,"Fantasy, Adventure",2016-11-16,"Heyday Films, Warner Bros. Pictures",David Yates
The Wizard of Oz,2777000,33754967,102,"Adventure, Fantasy, Family",1939-08-15,Metro-Goldwyn-Mayer,Victor Fleming
Teenage Mutant Ninja Turtles,125000000,485004754,101,"Science Fiction, Action, Adventure, Comedy",2014-08-07,"Nickelodeon Movies, Paramount Pictures, Platinum Dunes, Mirage Studios, Gama Entertainment Partners, Mednick Productions, Heavy Metal",Jonathan Liebesman
Thor: The Dark World,170000000,644783140,112,"Action, Adventure, Fantasy",2013-10-30,Marvel Studios,Alan Taylor
Trap,30000000,82677281,105,"Horror, Thriller, Mystery",2024-07-31,Blinding Edge Pictures,M. Night Shyamalan
Limitless,27000000,161900000,105,"Thriller, Mystery, Science Fiction",2011-03-17,"Relativity Media, Virgin Produced, Many Rivers Productions, Boy of the Year, Rogue Pictures, Mandate International",Neil Burger
The Matrix Resurrections,190000000,156497322,147,"Science Fiction, Action, Adventure",2021-12-16,"Warner Bros. Pictures, Village Roadshow Pictures, Venus Castina Productions",Lana Wachowski
xXx: Return of Xander Cage,85000000,346118277,107,"Action, Adventure, Crime",2017-01-13,"Rox Productions, Revolution Studios, Maple Cage Productions, Huahua Media, Roth-Kirschenbaum Films, Shanghai Film Group, One Race, Paramount Pictures",D.J. Caruso
Fantastic Four,100000000,333535934,106,"Action, Fantasy, Science Fiction",2005-06-29,"Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 3 KG, 1492 Pictures, Marvel Enterprises, 20th Century Fox, Bernd Eichinger Productions, Constantin Film",Tim Story
Five Feet Apart,7000000,92600000,116,"Romance, Drama",2019-03-14,"Wayfarer Entertainment, CBS Films",Justin Baldoni
The Hunger Games,75000000,694394724,142,"Science Fiction, Adventure, Fantasy",2012-03-12,"Lionsgate, Color Force",Gary Ross
Wonder Woman,149000000,823970682,141,"Action, Adventure, Fantasy",2017-05-30,"Atlas Entertainment, Cruel & Unusual Films, DC Films",Patty Jenkins
Portrait of a Lady on Fire,5740000,9923127,121,"Drama, Romance, History",2019-09-18,"Lilies Films, ARTE France Cinéma, Hold Up Films",Céline Sciamma
Sex and the City,65000000,418800000,146,"Comedy, Drama, Romance",2008-05-12,"Darren Star Productions, New Line Cinema, HBO",Michael Patrick King
(500) Days of Summer,7500000,60781545,95,"Comedy, Drama, Romance",2009-07-17,"Fox Searchlight Pictures, Watermark Pictures, Dune Entertainment III",Marc Webb
Ben-Hur,100000000,94061311,125,"Action, History, Adventure, Drama",2016-08-17,"Metro-Goldwyn-Mayer, Paramount Pictures, LightWorkers Media, Sean Daniel Company",Timur Bekmambetov
How to Lose a Guy in 10 Days,50000000,177500000,116,"Comedy, Romance",2003-02-07,"Paramount Pictures, Robert Evans Company, Lynda Obst Productions, Christine Peters Productions",Donald Petrie
A Beautiful Mind,58000000,316800000,135,"Drama, Romance",2001-12-14,"Universal Pictures, DreamWorks Pictures, Imagine Entertainment",Ron Howard
Godzilla vs. Kong,200000000,470116094,114,"Action, Science Fiction, Adventure",2021-03-24,Legendary Pictures,Adam Wingard
Queer,53400000,5450715,136,"Drama, Romance",2024-11-27,"Fremantle, The Apartment Pictures, Frenesy Film",Luca Guadagnino
How to Train Your Dragon: The Hidden World,129000000,524580592,104,"Animation, Family, Adventure",2019-01-03,"DreamWorks Animation, Mad Hatter Entertainment",Dean DeBlois
It,35000000,703000000,135,"Horror, Thriller",2017-09-06,"New Line Cinema, Vertigo Entertainment, Lin Pictures, KatzSmith Productions",Andy Muschietti
Cars 2,200000000,559852396,106,"Animation, Family, Adventure, Comedy",2011-06-11,"Pixar, Walt Disney Pictures",John Lasseter
The Babadook,2000000,10300000,94,"Drama, Horror",2014-05-22,"Screen Australia, Smoking Gun Productions, Causeway Films, South Australian Film Corporation, Entertainment One",Jennifer Kent
Trolls Band Together,95000000,209646030,91,"Animation, Family, Music, Fantasy, Comedy",2023-10-12,DreamWorks Animation,Walt Dohrn
300,65000000,456082343,116,"Action, Adventure, War",2007-03-07,"Virtual Studios, Legendary Pictures, Hollywood Gang Productions, Atmosphere Entertainment MM, Nimar Studios, Warner Bros. Pictures, Cruel & Unusual Films",Zack Snyder
The Fifth Element,90000000,263920180,126,"Science Fiction, Action, Adventure",1997-05-02,Gaumont,Luc Besson
The Dreamers,15000000,15100000,115,"Drama, Romance",2003-09-01,"Recorded Picture Company, Peninsula Films, HanWay Films, Tele+, Fiction, Medusa Film",Bernardo Bertolucci
Casino,50000000,116112375,179,"Crime, Drama",1995-11-22,"Universal Pictures, Syalis DA, Légende Films, Cappa/De Fina Productions",Martin Scorsese
A Bug's Life,80000000,363258859,95,"Family, Animation, Adventure, Comedy",1998-11-25,"Walt Disney Pictures, Pixar",John Lasseter
The Curious Case of Benjamin Button,150000000,335800000,166,"Drama, Fantasy, Romance",2008-12-25,"Paramount Pictures, Warner Bros. Pictures, The Kennedy/Marshall Company",David Fincher
Black Hawk Down,92000000,172989651,145,"Action, War, History",2001-12-28,"Jerry Bruckheimer Films, Revolution Studios, Scott Free Productions",Ridley Scott
The Founder,15000000,24121245,115,"Drama, History",2016-11-24,"Speedie Distribution, FilmNation Entertainment, Faliro House Productions, The Combine, The Weinstein Company",John Lee Hancock
The Invisible Man,7000000,144492724,124,"Thriller, Science Fiction, Horror",2020-02-26,"Blumhouse Productions, Goalpost Pictures, Nervous Tick Productions, Universal Pictures",Leigh Whannell
Toy Story 3,200000000,1067316101,103,"Animation, Family, Comedy",2010-06-16,"Pixar, Walt Disney Pictures",Lee Unkrich
Jungle Cruise,200000000,220889446,127,"Fantasy, Adventure",2021-07-28,"Walt Disney Pictures, Seven Bucks Productions, Davis Entertainment, Flynn Picture Company",Jaume Collet-Serra
American Sniper,58800000,542300000,133,"War, Action",2014-12-25,"Warner Bros. Pictures, Village Roadshow Pictures, RatPac Entertainment, Mad Chance, 22nd & Indiana Pictures, Malpaso Productions",Clint Eastwood
Life Is Beautiful,20000000,230098753,116,"Comedy, Drama",1997-12-20,"Mario e Vittorio Cecchi Gori - C.E.I.A.D., Melampo Cinematografica",Roberto Benigni
Man of Steel,225000000,668045518,143,"Action, Adventure, Science Fiction",2013-06-12,"DC Entertainment, Syncopy, Peters Entertainment, Warner Bros. Pictures",Zack Snyder
Gran Turismo,60000000,121700000,135,"Adventure, Action, Drama",2023-08-09,"PlayStation Productions, 2.0 Entertainment, Columbia Pictures",Neill Blomkamp
Constantine,100000000,230900000,121,"Fantasy, Action, Horror",2005-02-08,"Village Roadshow Pictures, Lonely Film Productions GmbH & Co. KG., The Donners' Company, Batfilm Productions, Weed Road Pictures, Warner Bros. Pictures, 3 Arts Entertainment, DC Vertigo",Francis Lawrence
Kong: Skull Island,185000000,566652812,118,"Action, Adventure, Fantasy",2017-03-08,"Legendary Pictures, Tencent Pictures",Jordan Vogt-Roberts
The Martian,108000000,631058917,141,"Drama, Adventure, Science Fiction",2015-09-30,"Genre Films, TSG Entertainment, 20th Century Fox, Scott Free Productions",Ridley Scott
The Hunt,14000000,10550350,90,"Action, Thriller, Horror",2020-03-11,"Blumhouse Productions, dentsu, White Rabbit Productions, Universal Pictures",Craig Zobel
Sound of Freedom,14500000,250600000,131,"Action, Drama",2023-07-03,Santa Fe Films,Alejandro Monteverde
Star Wars: The Rise of Skywalker,416000000,1074144248,142,"Adventure, Action, Science Fiction",2019-12-18,"Lucasfilm Ltd., Bad Robot",J.J. Abrams
Insidious: The Red Door,16000000,189086877,107,"Horror, Thriller",2023-07-05,"Blumhouse Productions, Stage 6 Films, Screen Gems, Oren Peli Productions",Patrick Wilson
Percy Jackson & the Olympians: The Lightning Thief,95000000,226497209,118,"Adventure, Fantasy, Family",2010-02-01,"1492 Pictures, Sunswept Entertainment, Dune Entertainment",Chris Columbus
The SpongeBob SquarePants Movie,30000000,140161792,87,"Family, Animation, Comedy, Fantasy, Adventure",2004-11-19,"Paramount Pictures, Nickelodeon Movies, United Plankton Pictures, Nickelodeon Animation Studio",Stephen Hillenburg
Deadpool 2,110000000,785896632,120,"Action, Comedy, Adventure",2018-05-15,"Maximum Effort, Genre Films, 20th Century Fox, Marvel Entertainment",David Leitch
Kung Fu Panda 2,150000000,665692281,91,"Animation, Family, Comedy",2011-05-25,DreamWorks Animation,Jennifer Yuh Nelson
Annabelle,6500000,257589952,99,Horror,2014-10-02,"Atomic Monster, New Line Cinema, The Safran Company, RatPac Entertainment",John R. Leonetti
Logan Lucky,29000000,48453605,118,"Comedy, Crime, Action, Drama",2017-08-17,Fingerprint Releasing,Steven Soderbergh
Blue Beetle,104000000,130788072,128,"Action, Science Fiction, Adventure",2023-08-16,"Warner Bros. Pictures, The Safran Company, DC Films",Ángel Manuel Soto
Pretty Woman,14000000,463406268,120,"Romance, Comedy",1990-03-23,"Touchstone Pictures, Silver Screen Partners IV, Regency Enterprises, Arnon Milchan Productions",Garry Marshall
Rambo,50000000,113200000,92,"Action, Thriller, War",2008-01-24,"Nu Image, Equity Pictures Medienfonds GmbH & Co. KG IV, Millennium Media, Lionsgate, The Weinstein Company",Sylvester Stallone
Late Night with the Devil,2000000,15469415,93,Horror,2024-03-19,"Spooky Pictures, Future Pictures, Good Fiend Films, VicScreen, AGC Studios, Image Nation Abu Dhabi",Cameron Cairnes
Children of Men,76000000,70595464,109,"Drama, Action, Thriller, Science Fiction",2006-09-22,"Universal Pictures, Strike Entertainment, Hit & Run Productions",Alfonso Cuarón
The Karate Kid,8000000,130442786,126,"Action, Adventure, Drama, Family",1984-06-22,"Columbia Pictures, Delphi II Productions, Jerry Weintraub Productions",John G. Avildsen
Weekend in Taipei,30000000,2826064,101,"Action, Adventure, Thriller",2024-09-19,"EuropaCorp, Kinology, Rabbits Black",George Huang
Juror #2,30000000,21418477,114,"Crime, Drama",2024-10-30,"Warner Bros. Pictures, Malpaso Productions, Dichotomy Films",Clint Eastwood
Killers of the Flower Moon,200000000,156922344,206,"Crime, History, Drama",2023-10-18,"Apple Studios, Imperative Entertainment, Sikelia Productions, Appian Way",Martin Scorsese
Hop,63000000,183953723,95,"Animation, Comedy, Family",2011-03-30,"Universal Pictures, Illumination, Relativity Media, dentsu",Tim Hill
Scream,24000000,137743924,114,"Horror, Mystery, Thriller",2022-01-12,"Paramount Pictures, Project X Entertainment, Radio Silence Productions, Spyglass Media Group",Tyler Gillett
Orphan,20000000,77912251,122,"Horror, Thriller",2009-07-24,"Dark Castle Entertainment, Appian Way",Jaume Collet-Serra
Drive,15000000,78100000,100,"Drama, Thriller, Crime",2011-09-15,"FilmDistrict, Bold Films, Marc Platt Productions, OddLot Entertainment, Motel Movies, Newbridge Film Capital",Nicolas Winding Refn
Longlegs,10000000,126942386,101,"Crime, Horror, Thriller",2024-07-10,"C2 Motion Picture Group, Saturn Films, Oddfellows Entertainment, Traffic., Range Media Partners",Osgood Perkins
The Boy in the Striped Pyjamas,12500000,20416563,94,"Drama, War, History",2008-05-07,"BBC Film, Miramax, Heyday Films",Mark Herman
Greenland,34000000,52300000,120,"Action, Adventure, Science Fiction, Thriller",2020-07-29,"STXfilms, Thunder Road, Anton, G-BASE, Riverstone Pictures, Truenorth Productions",Ric Roman Waugh
Hercules,85000000,252712101,93,"Animation, Family, Fantasy, Adventure, Comedy, Romance",1997-06-13,"Walt Disney Pictures, Walt Disney Feature Animation",Ron Clements
The Great Wall,150000000,331957105,103,"Action, Adventure, Fantasy",2016-12-16,"Legendary East, Universal Pictures, Atlas Entertainment, Le Vision Pictures, Kava Productions, China Film Group Corporation, dentsu, Fuji Television Network, Legendary Pictures, Taurus Film",Zhang Yimou
Emmanuelle,19000000,578924,105,"Romance, Drama",2024-09-25,"Rectangle Productions, Pathé, Chantelouve, Goodfellas, Logical Content Ventures",Audrey Diwan
Constantine,100000000,230900000,121,"Fantasy, Action, Horror",2005-02-08,"Village Roadshow Pictures, Lonely Film Productions GmbH & Co. KG., The Donners' Company, Batfilm Productions, Weed Road Pictures, Warner Bros. Pictures, 3 Arts Entertainment, DC Vertigo",Francis Lawrence
What Happened to Monday,20000000,27975429,123,"Science Fiction, Thriller, Mystery, Action",2017-08-18,"SND, Raffaella De Laurentiis Productions, Nexus Factory, uMedia, uFund, Vendôme Production",Tommy Wirkola
The Killer's Game,30000000,5928351,104,"Action, Comedy, Thriller",2024-09-12,"Dogbone Entertainment, Mad Chance, Endurance Media, K. JAM Media, TKG Productions, The Feature Film One",J.J. Perry
Beautiful Disaster,25000000,6850036,96,"Romance, Drama, Comedy",2023-04-04,Voltage Pictures,Roger Kumble
The Croods,135000000,587204668,98,"Animation, Adventure, Family, Fantasy, Comedy, Action",2013-03-15,DreamWorks Animation,Kirk DeMicco
Predestination,5500000,4942449,98,"Science Fiction, Thriller",2014-08-28,"Screen Queensland, Screen Australia, Blacklab Entertainment, Wolfhound Pictures",Peter Spierig
Uncharted,120000000,407141258,116,"Action, Adventure",2022-02-10,"Columbia Pictures, Atlas Entertainment, PlayStation Productions, Arad Productions",Ruben Fleischer
Despicable Me 2,76000000,970766005,98,"Animation, Comedy, Family",2013-06-26,"Illumination, Universal Pictures",Pierre Coffin
Wrong Turn,12600000,28650575,84,"Horror, Thriller",2003-05-30,"DCP Wrong Turn Productions, Summit Entertainment, Regency Enterprises, Media Cooperation One, Constantin Film, 20th Century Fox, Don Carmody Productions",Rob Schmidt
Cars 3,175000000,383925276,102,"Family, Comedy, Adventure, Animation",2017-06-15,Pixar,Brian Fee
The Drop,12600000,19054534,106,"Drama, Crime",2014-09-12,"Fox Searchlight Pictures, Chernin Entertainment, TSG Entertainment, Ingenious Media",Michaël R. Roskam
X,1000000,15113105,106,"Horror, Thriller, Mystery",2022-03-17,"A24, Little Lamb Productions",Ti West
Edward Scissorhands,20000000,86024005,105,"Fantasy, Drama, Romance",1990-12-07,20th Century Fox,Tim Burton
Strange Darling,4000000,4853595,98,"Crime, Horror, Thriller",2024-08-22,"Miramax, Spooky Pictures, Electric Lady Studios",JT Mollner
The Great Gatsby,105000000,351040419,143,"Drama, Romance",2013-05-09,"Warner Bros. Pictures, Village Roadshow Pictures, Bazmark, Red Wagon Entertainment, A+E Global Media",Baz Luhrmann
The Cabin in the Woods,30000000,71038838,95,"Horror, Mystery",2012-04-12,"Lionsgate, Mutant Enemy Productions",Drew Goddard
Perfect Days,14000000,24094016,124,Drama,2023-11-10,"Master Mind, Wenders Images",Wim Wenders
Man on Fire,70000000,130300000,146,"Action, Drama, Thriller",2004-04-23,"Fox 2000 Pictures, Regency Enterprises, New Regency Pictures, Scott Free Productions, Epsilon Motion Pictures",Tony Scott
Waves,6000000,2576990,135,"Romance, Drama",2019-11-15,"A24, Bron Studios, JW Films, Guy Grand Productions",Trey Edward Shults
Ice Age: The Meltdown,80000000,660998756,91,"Animation, Family, Comedy, Adventure",2006-03-29,"20th Century Fox Animation, Blue Sky Studios, 20th Century Fox",Carlos Saldanha
The Hangover Part II,80000000,586764305,102,Comedy,2011-05-25,"Legendary Pictures, Green Hat Films, Warner Bros. Pictures",Todd Phillips
The Girl with the Dragon Tattoo,90000000,232617430,158,"Thriller, Crime, Mystery",2011-12-14,"Columbia Pictures, Metro-Goldwyn-Mayer, Scott Rudin Productions, Yellow Bird",David Fincher
The Godfather Part III,54000000,136766062,162,"Crime, Drama, Thriller",1990-12-25,"Paramount Pictures, American Zoetrope",Francis Ford Coppola
The Breakfast Club,1000000,51525171,98,"Comedy, Drama",1985-02-15,"Universal Pictures, A&M Films, Channel Productions",John Hughes
Grease,6000000,396271103,110,"Romance, Comedy",1978-07-07,"Paramount Pictures, Robert Stigwood Organization, Fine Arts Films",Randal Kleiser
It Ends with Us,25000000,350993761,131,"Drama, Romance",2024-08-07,"Columbia Pictures, Wayfarer Studios, Saks Picture Company",Justin Baldoni
Sinister,3000000,82515113,110,"Horror, Thriller, Mystery",2012-03-29,"Automatik Entertainment, Blumhouse Productions, Alliance Films, Summit Entertainment",Scott Derrickson
Blue Valentine,1000000,15440333,112,"Drama, Romance",2010-12-26,"Cottage Industries, Incentive Filmed Entertainment, Silverwood Films, Hunting Lane Films, Chrysler Corporation, Shade Pictures, Motel Movies",Derek Cianfrance
